planet_name,orbital_period,semi_major_axis,planet_mass,planet_radius,stellar_mass,stellar_temp,equilibrium_temp,eccentricity,discovery_method
EPIC 220674823 b,0.5713127,0.01314,7.8,1.676,0.913,5578,2299,0,Transit
EPIC 220674823 c,13.33989,0.1073,7.32,2.84,0.913,5578,804,0.17,Transit
WASP-53 b,3.3098443,0.04101,677.61356,12.038466,0.839,4953,1053,0.03,Transit
WASP-81 b,2.7164762,0.03908,231.69807,16.017661,1.08,5870,1623,0.066,Transit
KELT-16 b,0.9689951,0.02044,874.0325,15.860735,1.211,6236,2453,0,Transit
TRAPPIST-1 e,6.101013,0.02925,0.692,0.92,0.0898,2566,NA,NA,Transit
TRAPPIST-1 f,9.20754,0.03849,1.039,1.045,0.0898,2566,NA,NA,Transit
TRAPPIST-1 g,12.352446,0.04683,1.321,1.129,0.0898,2566,NA,NA,Transit
TRAPPIST-1 h,18.772866,0.06189,0.326,0.755,0.0898,2566,NA,NA,Transit
HD 106315 b,9.55237,0.0907,12.6,2.44,1.091,6327,1153,0.093,Transit
HD 106315 c,21.05704,0.1536,15.2,4.35,1.091,6327,886,0.22,Transit
HATS-22 b,4.7228124,0.05025,870.8542,10.682177,0.759,4803,858,0.079,Transit
HATS-23 b,2.1605156,0.03397,467.2101,20.84874,1.121,5780,1654,0.114,Transit
HATS-24 b,1.3484978,0.0238,718.2958,15.636555,1.07,6125,2166,0,Transit
HAT-P-67 b,4.8101069,NA,143.02278315,23.9872187,1.73,6640,NA,NA,Transit
Qatar-3 b,2.5079204,0.03783,1369.8473,12.285064,1.145,6007,1681,0,Transit
Qatar-4 b,1.8053564,0.02803,1938.763,12.722215,0.896,5215,1385,0,Transit
Qatar-5 b,2.8792319,0.04127,1373.0256,12.408363,1.128,5747,1415,0,Transit
LHS 1140 b,24.73723,0.0946,5.6,1.73,0.1844,3096,226,0.043,Transit
KELT-18 b,2.8717518,0.0455,375.0394,17.59813,1.524,6670,2085,0,Transit
KELT-12 b,5.031623,0.06708,301.9385,19.95202,1.591,6279,1800,0,Transit
KELT-11 b,4.73620865,0.0623,65.15482343,15.13212395,1.44,5375,1712,0,Transit
KELT-9 b,1.4811235,0.03462,915.3504,21.196219,2.52,10170,4050,0,Transit
HIP 65426 b,NA,92,2860.47,16.8135,1.96,8840,1500,NA,Imaging
WASP-167 b,2.0219596,0.0365,2542.64,17.71022,1.59,7000,2329,NA,Transit
WASP-91 b,2.798581,0.037,425.8922,11.54527,0.84,4920,1160,0,Transit
WASP-105 b,7.87288,0.075,572.094,10.76064,0.89,5070,900,0,Transit
CoRoT-32 b,6.71837,0.071,47.6745,6.38913,1.08,5970,938,NA,Transit
K2-131 b,0.3693038,0.00936,7.9,1.69,0.803,5120,2223,0,Transit
K2-132 b,9.1751,NA,155.7367,14.5717,1.08,4840,NA,NA,Transit
WASP-151 b,4.5334775,0.055,100.43377661,13.30506009,1.081,NA,1312,0,Transit
WASP-153 b,3.332609,0.048,123.9537,17.37395,1.336,5914,1700,0.009,Transit
WASP-156 b,3.8361623,0.0458,41.8,6.02802815,0.8712,4987,934.5,0,Transit
GJ 9827 b,1.208974,0.0189,4.28,1.44,0.62,4236,1035.01,NA,Transit
GJ 9827 c,3.648103,0.0395,1.86,1.13,0.62,4236,715.94,NA,Transit
GJ 9827 d,6.20183,0.053,3.02,1.98,0.62,4236,675,NA,Transit
KELT-20 b,3.4741085,0.0542,1074.90106,19.514869,1.76,8720,2262,NA,Transit
NGTS-1 b,2.647298,0.0326,258.07796,14.90797,0.617,3916,790,0.016,Transit
K2-136 b,7.9752,0.0707,4.3,1.014,0.742,4500,610,0.14,Transit
K2-136 c,17.30713,0.1185,18.1,3,0.742,4500,470,0.047,Transit
K2-136 d,25.575,0.1538,3,1.565,0.742,4500,420,0.071,Transit
K2-140 b,6.569188,0.068,295.58041851,13.56286665,0.96,5585,962,0,Transit
HATS-50 b,3.8297015,0.05046,123.9537,12.66617,1.168,5990,NA,0.516,Transit
HATS-51 b,3.3488702,0.04639,244.09344,15.80469,1.187,5758,1553,0.33,Transit
HATS-52 b,1.36665436,0.02498,711.9392,15.490838,1.111,6010,1834,0.246,Transit
HATS-53 b,3.8537768,0.04753,189.10885,15.02006,0.964,5644,1312,0.33,Transit
K2-138 b,2.35309,0.03385,3.1,1.51,0.935,5356.3,NA,0.048,Transit
K2-138 c,3.56004,0.04461,6.31,2.299,0.935,5356.3,NA,0.045,Transit
K2-138 d,5.40479,0.05893,7.92,2.39,0.935,5356.3,NA,0.043,Transit
K2-138 e,8.26146,0.0782,12.97,3.39,0.935,5356.3,NA,0.077,Transit
K2-138 f,12.75758,0.10447,1.63,2.904,0.935,5356.3,NA,0.062,Transit
KELT-19 A b,4.6117093,0.0637,1293.5681,21.40919,1.62,7500,1935,NA,Transit
K2-141 b,0.2803244,0.00747,4.97,1.51,0.708,4570,2103,0,Transit
K2-141 c,7.7485,0.0683,8,7,0.708,4570,695,0.092,Transit
KELT-21 b,3.6127647,0.05224,1242.7153,17.777474,1.458,7598,2051,0,Transit
Kepler-1654 b,1047.8356,2.026,158.915,9.180171,1.011,5597,206,0.26,Transit
K2-232 b,11.168454,0.10356,126.49634,11.209,1.188,6154,1030,0.258,Transit
HATS-39 b,4.5776348,0.06007,200.2329,17.59813,1.379,6572,1645,0.275,Transit
HATS-40 b,3.2642736,0.04997,505.3497,17.71022,1.561,6460,2101,0.312,Transit
HATS-41 b,4.193649,0.0583,3082.951,14.90797,1.496,6424,1710,0.38,Transit
HATS-42 b,2.292102,0.03689,597.5204,15.6926,1.273,6060,1856,0.229,Transit
KPS-1 b,1.706291,0.0269,346.4347,11.54527,0.892,5165,1459,0,Transit
K2-233 b,2.467583,0.03293,2.4,1.315,0.79,4796,1127,0,Transit
K2-233 c,7.06024,0.0664,4.6,1.272,0.79,4796,794,0,Transit
K2-233 d,24.3681,0.1516,10.3,2.363,0.79,4796,525,0.18,Transit
HATS-43 b,4.3888497,0.04944,82.95363,13.22662,0.837,5099,1003,0.173,Transit
HATS-44 b,2.7439004,0.03649,177.9848,11.960003,0.86,5080,1161,0.279,Transit
HATS-45 b,4.1876244,0.05511,222.481,14.414774,1.272,6450,1518,0.24,Transit
HATS-46 b,4.7423729,0.05367,54.98459,10.121727,0.917,5495,1054,0.559,Transit
HATS-7 b,3.185315,0.04012,38.1396,6.310667,0.849,4985,1084,0.17,Transit
NGTS-3 A b,1.6753728,0.023,756.4354,16.58932,1.017,5600,NA,NA,Transit
HD 89345 b,11.8143,0.1066,34.9613,7.39794,1.157,5576,1089,0.22,Transit
K2-237 b,2.18053332,0.03552,434.15360396,16.06246934,1.256,6180,1759,0.03,Transit
K2-238 b,3.20466,0.046,273.3338,14.5717,1.19,5630,1587,0,Transit
K2-260 b,2.62669762,0.04392,546.66486004,18.41635529,1.637,6860,2090,0.053,Transit
K2-261 b,11.6334681,0.1086,68.96876432,9.26982704,1.107,5490,1036,0.274,Transit
WASP-174 b,4.2337005,0.05503,104.88337431,16.10730527,1.24,6399,1528,0,Transit
Wolf 503 b,6.00127,0.05706,6.26,2.043,0.688,4716,790,0.41,Transit
NGTS-2 b,4.511164,0.063,235.1942,17.878355,1.64,6478,1468,0,Transit
EPIC 246851721 b,6.180235,0.07229,953.49,11.780659,1.317,6202,1401,NA,Transit
K2-266 b,0.658524,0.01306,11.26782377,3.3,0.686,4285,1515,NA,Transit
K2-266 c,7.814,0.0679,0.29013072,0.705,0.686,4285,664.5,0.042,Transit
K2-266 d,14.697,0.1035,8.9,2.93,0.686,4285,538.3,0.047,Transit
K2-266 e,19.482,0.1249,14.3,2.73,0.686,4285,490.1,0.043,Transit
WASP-144 b,2.2783152,0.0316,139.8452,9.52765,0.81,5200,1260,0,Transit
WASP-145 A b,1.7690381,0.0261,282.8687,10.0881,0.76,4900,1200,0,Transit
WASP-158 b,3.656333,0.0517,886.7457,11.99363,1.38,6350,1590,0,Transit
WASP-159 b,3.840401,0.0538,174.8065,15.46842,1.41,6120,1850,0,Transit
WASP-162 b,9.62468,0.0871,1652.716,11.209,0.95,5300,910,0.434,Transit
WASP-168 b,4.153658,0.0519,133.4886,16.8135,1.08,6000,1340,0,Transit
WASP-172 b,5.477433,0.0694,149.3801,17.59813,1.49,6900,1740,0,Transit
WASP-173 A b,1.38665318,0.0248,1172.7927,13.4508,1.05,5800,1880,0,Transit
WASP-147 b,4.60273,0.0549,87.40325,12.498035,1.044,5702,1404,0,Transit
WASP-160 B b,3.7684952,0.0452,88.35674,12.21781,0.87,5298,1119,0,Transit
WASP-164 b,1.7771255,0.02818,676.9779,12.643752,0.946,5806,1610,0,Transit
WASP-165 b,3.465509,0.04823,209.13214,14.12334,1.248,5599,1624,0,Transit
HATS-59 b,5.416081,0.06112,256.17098,12.621334,1.038,5670,1128,0.129,Transit
LHS 1140 c,3.77794,0.027,1.91,1.272,0.1844,3096,422,0.05,Transit
CoRoT-21 b,2.72474,0.0417,718.2958,14.5717,1.29,6200,NA,0,Transit
WASP-161 b,5.4060425,0.0673,791.3967,12.811887,1.39,6400,1557,NA,Transit
WASP-163 b,1.6096884,0.0266,594.3421,13.473218,0.97,5500,1638,NA,Transit
WASP-170 b,2.34478022,0.0337,508.528,12.285064,0.93,5600,1422,NA,Transit
K2-285 b,3.471745,0.03817,9.68,2.59,0.83,4975,1088.9,0,Transit
K2-285 c,7.138048,0.0824,15.68,3.53,0.83,4975,741.4,0,Transit
K2-285 d,10.45582,0.1178,6.5,2.48,0.83,4975,619.9,0,Transit
K2-285 e,14.76289,0.18041,10.7,1.95,0.83,4975,500.9,0,Transit
K2-287 b,14.893291,0.1206,100.11645,9.494023,1.056,5695,804,0.478,Transit
HATS-60 b,3.560829,0.04708,210.40346,12.923977,1.097,5688,1528,0.191,Transit
HATS-61 b,7.817953,0.07908,1080.622,13.394755,1.076,5542,1226.1,0.092,Transit
HATS-62 b,3.2768837,0.04163,56.89157,11.825495,0.896,5416,1237,0.298,Transit
HATS-63 b,3.0566527,0.04026,305.1168,13.529263,0.931,5627,1398.3,0.136,Transit
HATS-64 b,4.908897,0.06562,305.1168,18.819911,1.564,6554,1793,0.151,Transit
HATS-65 b,3.105161,0.04497,260.93843,16.824709,1.257,6277,1634,0.062,Transit
HATS-66 b,3.1414391,0.04714,1694.0339,15.815899,1.411,6626,1998,0.064,Transit
HATS-67 b,1.6091788,0.03032,460.8535,18.887165,1.435,6594,2193,0.057,Transit
HATS-68 b,3.5862202,0.05071,410.0007,13.809488,1.351,6147,1741,0.036,Transit
HATS-69 b,2.2252577,0.03211,183.38791,10.592505,0.892,5137,1295.7,0.519,Transit
K2-290 b,9.21165,0.0923,10.9,3.06,1.194,6302,1230,0,Transit
K2-290 c,48.36685,0.305,246.00042,11.276254,1.194,6302,676,0,Transit
K2-291 b,2.225177,0.03261,6.49,1.589,0.934,5520,NA,0,Transit
HD 202772 A b,3.308958,0.05208,323.23311,17.317905,1.72,6272,2132,0.038,Transit
K2-292 b,16.9841,0.13,24.5,2.63,1,5725,795,0.04,Transit
HATS-70 b,1.8882378,0.03632,4100.007,15.513256,1.78,7930,2730,0.18,Transit
GJ 143 b,35.61253,0.1915,22.7,2.61,0.73,4640,422,0.188,Transit
HD 23472 b,17.667087,0.1162,8.32,2,0.67,4684,543,0.072,Transit
HD 23472 c,29.79749,0.1646,3.41,1.87,0.67,4684,467,0.063,Transit
HD 219666 b,6.034468,NA,17.6,4.898,1.02,5540,1076,0.05,Transit
HD 1397 b,11.53533,0.1097,131.89945,11.500434,1.324,5521,1228.3,0.251,Transit
WASP-190 b,5.367753,0.0663,317.83,12.89035,1.35,6400,1500,0,Transit
PDS 70 b,NA,20.8,1017.0509024,21.96960217,0.982,4109,1392,0.17,Imaging
Qatar-7 b,2.032046,0.0352,597.5204,19.0553,1.409,6387,2053,0,Transit
TOI-172 b,9.47725,0.0914,1722.6386,10.816685,1.128,5645,1198,0.3806,Transit
HD 221416 b,14.2767,0.1228,60.5,9.17,1.212,5080,NA,0.115,Transit
WASP-177 b,3.071722,0.03957,161.45764,17.71022,0.876,5017,1142,NA,Transit
WASP-181 b,4.5195064,0.05427,95.03117,13.271456,1.04,5839,1186,NA,Transit
WASP-183 b,4.1117771,0.04632,159.55066,16.47723,0.784,5313,1111,NA,Transit
Kepler-47 d,187.366,0.6992,19.02,7.04,0.957,NA,NA,0.024,Transit
HD 21749 c,7.78993,0.0695,3.7,0.892,0.73,4640,701,NA,Transit
Qatar-8 b,3.71495,0.0474,117.91493,14.403565,1.029,5738,1457,0,Transit
Qatar-9 b,1.540731,0.0234,378.2177,11.309881,0.719,4309,1134,0,Transit
Qatar-10 b,1.645321,0.0286,233.92288,17.295487,1.156,6124,1955,0,Transit
TOI-216.02,17.16073,NA,18.75187601,8,0.77,NA,NA,0.16,Transit
TOI-216.01,34.525528,NA,177.98390792,10.1,0.77,NA,NA,0.0046,Transit
NGTS-5 b,3.3569866,0.0382,72.78307,12.733424,0.661,4987,952,0,Transit
HD 15337 b,4.7559804,NA,6.519,1.77,0.829,5131,NA,0.058,Transit
HD 15337 c,17.180546,NA,6.792,2.526,0.829,5131,NA,0.096,Transit
NGTS-4 b,1.3373508,0.019,20.6,3.18,0.75,5143,1650,0,Transit
K2-32 e,4.34934,0.04899,2.1,1.212,0.83,5271,1066,0.043,Transit
L 98-59 b,2.253114,0.0223,0.46,0.837,0.2923,3415,620,0.031,Transit
L 98-59 c,3.6906764,0.0309,2,1.329,0.2923,3415,526,0.002,Transit
L 98-59 d,7.450729,0.0494,1.64,1.627,0.2923,3415,416,0.006,Transit
PDS 70 c,NA,34.3,2383.7130525,22.19378179,0.982,4109,1054,0.037,Imaging
HD 2685 b,4.12688,0.0568,371.8611,16.14096,1.43,6801,2061,0.091,Transit
TOI-150.01,5.857487,0.07037,797.7533,14.067295,1.351,6255,1404.5,0.262,Transit
KELT-23 A b,2.255251,0.03302,298.12454,14.829507,0.944,5899,1561,0,Transit
V1298 Tau b,24.140006,0.1685,13.1,9.41,1.1,4970,666,0.0079,Transit
WASP-87 b,1.682795,0.02946,692.8694,15.524465,1.204,6450,NA,0,Transit
EPIC 248847494 b,3650,4.5,4131.79,12.44199,0.9,4898,183,0,Transit
WASP-166 b,5.44354,0.0641,32.10083,7.06167,1.19,6050,1270,0,Transit
HR 858 b,3.585287,0.04888,3.55,2.004,1.204,6354,1552,0,Transit
HR 858 c,5.973865,0.0687,3.8,1.979,1.204,6354,1309,0,Transit
HR 858 d,11.230511,0.1046,7.1,2.001,1.204,6354,1061,0,Transit
TOI-270 b,3.35992,NA,1.48,1.28,0.386,3506,600,0.0167,Transit
TOI-270 c,5.66051,NA,6.2,2.33,0.386,3506,489,0.0044,Transit
TOI-270 d,11.38194,NA,4.2,2,0.386,3506,383,0.0066,Transit
LTT 1445 A b,5.3587635,0.0381,2.73,1.34,0.257,NA,431,NA,Transit
K2-146 c,4.00498,NA,7.49,2.19,0.331,3385,NA,0.075,Transit
HAT-P-69 b,4.7869491,0.06555,1137.8314,18.786284,1.648,7394,1930,0,Transit
HAT-P-70 b,2.74432452,0.04739,2154.8874,20.96083,1.89,8450,2562,0,Transit
HATS-54 b,2.5441765,0.037,239.32479047,11.37711541,1.05,5621,1429,0,Transit
HATS-55 b,4.2042001,0.05412,292.72143,14.022459,1.1955,6214,1367,0.092,Transit
HATS-56 b,4.324799,0.06043,191.33366,18.920792,1.573,6536,1902,0.019,Transit
HATS-57 b,2.350621,0.03493,1000.21101,12.767051,1.026,5587,1413.4,0.028,Transit
HATS-58 A b,4.2180896,0.05798,327.3649,12.273855,1.461,7175,1721,0.168,Transit
WASP-169 b,5.6114118,0.0681,178.30263,14.616536,1.337,6110,1604,0,Transit
WASP-171 b,3.8186244,0.0504,344.52772,10.98482,1.171,5965,1642,0,Transit
WASP-175 b,3.0652907,0.04403,314.6517,13.540472,1.212,6229,1571,0,Transit
WASP-182 b,3.3769848,0.0451,47.03884,9.52765,1.076,5638,1479,0,Transit
KELT-24 b,5.55149296,0.0665,1458.83238813,12.71098411,1.268,6426,1391,0.0319,Transit
NGTS-6 b,0.882059,0.01677,425.57437,14.863134,0.767,4730,1283.9,0,Transit
WASP-180 A b,3.409264,0.048,286.047,13.89916,1.3,6600,1540,0,Transit
WASP-178 b,3.3448285,0.0558,527.5978,20.28829,2.07,9360,2470,0,Transit
WASP-184 b,5.1817,0.0627,181.1631,14.90797,1.23,6000,1480,0,Transit
WASP-185 b,9.38755,0.0904,311.4734,14.01125,1.12,5900,1160,0.24,Transit
WASP-192 b,2.8786765,0.0408,731.009,13.78707,1.09,5910,1620,0,Transit
V1298 Tau c,8.249164,0.0824,4.7,5.08,1.1,4970,953,0.0094,Transit
V1298 Tau d,12.401394,0.1081,6,6.53,1.1,4970,831,0.0087,Transit
V1298 Tau e,48.677714,0.2689,15.3,10.17,1.1,4970,527,0.0124,Transit
LP 791-18 c,4.98991,0.02961,7.16,2.488,0.139,2960,NA,1e-4,Transit
TOI-163 b,4.231306,0.058,387.7526,16.690201,1.4352,6495,1669,0,Transit
TOI-125 b,4.65382,0.05186,9.5,2.726,0.859,5320,1037,0.194,Transit
TOI-125 c,9.15059,0.0814,6.63,2.759,0.859,5320,827.8,0.066,Transit
NGTS-8 b,2.4997,0.035,295.5819,12.21781,0.89,5241,1345,0.01,Transit
NGTS-9 b,4.43527,0.058,921.707,11.99363,1.34,6330,1448,0.06,Transit
Qatar-6 b,3.506195,0.0423,212.31044,11.903958,0.822,5052,1006,0,Transit
HD 213885 b,1.008035,0.02012,8.83,1.745,1.068,5978,2128,0,Transit
XO-7 b,2.8641424,0.04421,225.34147,15.389957,1.405,6250,1743,0.038,Transit
GJ 1252 b,0.5182331,NA,1.32,1.193,0.381,3458,NA,0,Transit
EPIC 249893012 b,3.5951,0.047,8.75,1.95,1.05,5430,1616,0.06,Transit
EPIC 249893012 c,15.624,0.13,14.67,3.67,1.05,5430,990,0.07,Transit
EPIC 249893012 d,35.747,0.22,10.18,3.94,1.05,5430,752,0.15,Transit
L 168-9 b,1.40152604,0.0208,4.07,1.63,0.614,3842,998,0,Transit
TOI-125 d,19.98,0.137,13.6,2.93,0.859,5320,638.1,0.168,Transit
Kepler-1661 b,175.06,0.633,17,3.87,0.841,5100,243,0.057,Transit
TOI-132 b,2.1097019,0.026,22.4,3.42,0.97,5397,1395,0.059,Transit
HATS-47 b,3.9228038,0.04269,117.27927,12.520453,0.674,4512,852.9,0.088,Transit
HATS-48 A b,3.1316666,0.03769,77.23269,8.9672,0.7279,4546,954.6,0.162,Transit
HATS-49 b,4.1480467,0.04515,112.19399,8.574885,0.7133,4405,834.8,0.071,Transit
HATS-72 b,7.3279474,0.066517,39.855882,8.0973816,0.7311,4656.1,739.3,0.013,Transit
NGTS-10 b,0.7668944,0.0143,687.14846,13.506845,0.696,4600,1332,0,Transit
MASCARA-4 b,2.8240932,0.0474,532.36258173,16.98160576,1.75,7800,2250,NA,Transit
LHS 1815 b,3.814334,NA,1.58,1.088,0.502,3643,NA,0,Transit
TOI-1130 b,4.074554,0.0453,19.8,3.66,0.745,4360,825,0.052162,Transit
TOI-1130 c,8.3501898,0.0731,336,13,0.745,4360,650,0.0398,Transit
CoRoT-30 b,9.06005,0.0844,921.707,11.309881,0.98,5650,NA,0.007,Transit
CoRoT-31 b,4.62941,0.0586,266.9772,16.36514,1.25,5700,NA,0.02,Transit
TOI-677 b,11.2365985,0.1041,392.20025424,13.11450742,1.181,6295,NA,0.46,Transit
WASP-150 b,5.644207,0.0694,2688.8418,11.99363,1.394,6218,1460,0.3775,Transit
WASP-176 b,3.899052,0.0535,271.74465,16.869545,1.345,5941,1721,0,Transit
HD 332231 b,18.712024,0.145,74.1,9.07303305,1.1642,6128,798.3,0,Transit
LTT 3780 b,0.76837931,0.01195,2.46,1.325,0.381,3358,903,0,Transit
LTT 3780 c,12.252284,0.0757,8.04,2.39,0.381,3358,359,0.024,Transit
TOI-1235 b,3.444714,NA,6.69,1.69,0.63,3997,NA,0.049,Transit
TOI-1338 b,95.4001,NA,11.3,7.661,1.0936,NA,NA,0.0331,Transit
AU Mic b,8.463446,0.07,8.99,4.79,0.635,3540,554.8,0.07,Transit
WASP-148 b,8.803809,0.08215,91.21675281,8.47398941,0.954,5555,NA,0.208,Transit
TOI-1728 b,3.49151,0.0391,26.78,5.05,0.646,3980,767,0.057,Transit
NGTS-11 b,35.45533,0.201,109.33352,9.157753,0.862,5050,435,0.13,Transit
TOI-849 b,0.765548,0.0155,41.8,3.64,0.97,5257,NA,0,Transit
Wendelstein-1 b,2.663416,0.0282,188.15536,11.5609626,0.65,4251,2198,0.012,Transit
Wendelstein-2 b,1.7522239,0.0234,232.33373,12.9934728,0.73,4591,2470,0.057,Transit
HD 191939 b,8.8803256,0.0804,10,3.41,0.81,5348,880,0.031,Transit
HD 191939 c,28.579743,0.1752,8,3.195,0.81,5348,600,0.034,Transit
HD 191939 d,38.353037,0.2132,2.8,2.995,0.81,5348,540,0.031,Transit
TYC 8998-760-1 c,NA,320,1906.98,12.3299,1,NA,1240,NA,Imaging
TOI-1899 b,29.090312,0.1525,212.94503269,11.09689089,0.632,3926,378,0.044,Transit
HIP 65 A b,0.9809734,0.01782,1021.18779,22.754270000000002,0.781,4590,1411,0,Transit
TOI-157 b,2.0845435,0.03138,375.0394,14.414774,0.948,5404,1588,0,Transit
TOI-169 b,2.2554477,0.03524,251.40353,12.172974,1.147,5880,1715,0,Transit
HATS-37 A b,4.3315366,0.04913,31.46517,6.792654,0.843,5326,1085,0,Transit
HATS-38 b,4.375021,0.05036,23.51942,6.882326,0.89,5732,1294,0,Transit
HD 86226 c,3.98442,0.049,7.25,2.16,1.019,5863,1311,0.075,Transit
WD 1856+534 b,1.4079405,0.0204,4386.054,10.4,0.518,4710,163,0,Transit
LTT 9779 b,0.792052,0.01679,29.32,4.72,1.02,5443,1978,0,Transit
HD 63433 b,7.1079475,NA,21.755,2.14,0.956,5553,967.11,NA,Transit
HD 63433 c,20.5438281,NA,15.539,2.692,0.956,5553,678.92,NA,Transit
TOI-763 b,5.6057,0.06,9.79,2.28,0.917,5450,1038,0.04,Transit
TOI-763 c,12.2737,0.1011,9.32,2.63,0.917,5450,800,0.04,Transit
HATS-71 b,3.7955202,0.03745,117.5971,11.478016,0.4861,3405,586.8,0,Transit
TOI-824 b,1.392978,0.02177,18.467,2.926,0.71,4600,1253,NA,Transit
TOI-1266 b,10.8945,0.073,4.46,2.52,0.437,3563,415,0.039,Transit
TOI-1266 c,18.8027,0.105,3.17,1.98,0.437,3563,346,0.071,Transit
TOI-421 b,5.197576,0.0554,6.7,2.64,0.833,5291,922,0.13,Transit
TOI-421 c,16.067541,0.117,14.1,5.09,0.833,5291,635,0.19,Transit
NGTS-12 b,7.532806,0.0757,66.10864,11.747032,1.021,5690,1257,0,Transit
GJ 3473 b,1.1980035,0.01589,1.86,1.264,0.36,3347,773,0,Transit
TOI-837 b,8.3249113,0.0888,120.45696625,9.16894621,1.142,5995,995.3,NA,Transit
TOI-954 b,3.6849729,0.04963,55.30242,9.550068,1.201,5710,1526,0.14,Transit
K2-329 b,12.4551225,0.1016,82.6358,8.675766,0.901,5282,650,0.0697,Transit
TOI-481 b,10.33111,0.097,486.2799,11.09691,1.14,5735,1370,0.153,Transit
TOI-892 b,10.62656,0.092,301.9385,11.99363,1.28,6261,1397,0.125,Transit
TIC 237913194 b,15.168865,0.1207,617.22586,12.520453,1.026,5788,974,0.575,Transit
WASP-186 b,5.026799,0.06,1341.2426,12.44199,1.22,6361,NA,0.33,Transit
WASP-187 b,5.147878,0.0653,254.264,18.38276,1.54,6150,NA,0,Transit
LP 714-47 b,4.052037,0.0417,30.8,4.7,0.59,3950,700,0.04,Transit
TOI-251 b,4.93777,0.05741,317.83,2.74,1.036,5875,NA,0,Transit
HAT-P-68 b,2.29840551,0.02996,230.10892,12.016048,0.6785,4508,1027.8,0.041,Transit
TOI-776 b,8.24662,0.0653,5,1.798,0.542,3725,520,0.052,Transit
TOI-776 c,15.665323,0.1001,6.9,2.047,0.542,3725,420,0.089,Transit
TOI-561 b,0.4465697,0.01064,2.02,1.397,0.806,NA,2319,0,Transit
TOI-561 c,10.778838,0.0889,5.93,2.865,0.806,NA,802,0.023,Transit
TOI-564 b,1.651144,0.02734,464.98529,11.43318,0.998,5640,1714,0.072,Transit
TOI-905 b,3.739494,0.04666,211.99261,13.125739,0.968,5570,1192,0.024,Transit
TOI-451 b,1.8587033,0.0274,4.7,1.84,0.93,5490,1474,0,Transit
TOI-451 c,9.192463,0.0795,3.7,2.93,0.93,5490,865,0,Transit
TOI-451 d,16.364962,0.1168,10.2,3.93,0.93,5490,714,0,Transit
NGTS-13 b,4.119027,0.0549,1538.2972,12.800678,1.3,5819,1605,0.086,Transit
HD 110113 b,2.541,0.035,4.55,2.05,0.997,5732,1371,0.093,Transit
TOI-178 b,1.9145601,NA,0.96,1.2,0.647,4316,NA,NA,Transit
TOI-178 c,3.238486,NA,4.64,1.754,0.647,4316,NA,3.2e-4,Transit
TOI-178 d,6.557569,NA,5.2,2.695,0.647,4316,NA,0.0068,Transit
TOI-178 e,9.96318,NA,3.48,2.301,0.647,4316,NA,3.8e-4,Transit
TOI-178 f,15.23335,NA,5.63,2.417,0.647,4316,NA,4.5e-4,Transit
TOI-178 g,20.71663,NA,4.4,2.939,0.647,4316,NA,4.3e-4,Transit
HD 183579 b,17.471291,0.1322,20.4,3.49,0.996,5784,752,0.061,Transit
NGTS-14 A b,3.5357173,0.0403,29.24036,4.976796,0.898,5187,1143,0,Transit
K2-138 g,41.96797,0.23109,4.32,3.013,0.935,5356.3,NA,0.059,Transit
TOI-628 b,3.4095675,0.0486,2011.8639,11.88154,1.311,6250,1586,0.072,Transit
TOI-640 b,5.003777,NA,181.16219199,19.2794468,1.536,6460,1816,0.013,Transit
TOI-1333 b,4.720219,0.0626,753.2571,15.647764,1.464,6274,1679,0.073,Transit
TOI-1478 b,10.1802117,0.0818,279.68899816,11.99360935,NA,NA,NA,0.055,Transit
TOI-1601 b,5.33175,0.069,387,14.19902343,1.5055,5982,1493.97,0,Transit
GJ 486 b,1.46712127,0.01714,2.77,1.289,0.312,3317,696.3,8.6e-4,Radial Velocity
GJ 414 A b,50.8,0.2324,7.6,2.63,0.65,4120,308.6,0.45,Radial Velocity
GJ 414 A c,749.83,1.4,53.83,8.4,0.65,4120,124.7,0.105,Radial Velocity
TOI-201 b,52.977946,0.3026,184.34047606,11.82547464,1.316,NA,NA,0.318,Transit
TOI-519 b,1.2652328,0.0159,147.15455244,11.54525012,0.335,3322,687,0.33,Transit
TOI-220 b,10.695264,0.08911,13.8,3.03,0.825,5298,805,0.032,Transit
KOI-3503 b,21.185,NA,9.2,1.19,0.858,6001,785,NA,Transit
KOI-3503 c,31.828,NA,10.36,1.21,0.858,6001,686,NA,Transit
KOI-1831 d,34.169,NA,2.23,1.13,0.901,5233,475,NA,Transit
KOI-1833 d,7.685,NA,11.02,2.58,0.681,4413,613,NA,Transit
TOI-1444 b,0.4702743,0.0116,3.58,1.41792246,0.9513,5460,2130.02,0,Transit
TOI-1231 b,24.245586,0.1288,15.4,3.65,0.485,3553,329.6,0.087,Transit
HD 152843 b,11.62071,0.1049,9.82,3.05,1.15,6310,NA,0.046,Transit
HD 152843 c,19.502104,0.1482,9.67,5.94,1.15,6310,NA,0.074,Transit
WASP-110 b,3.7784022,NA,154.78243421,13.19297028,0.814,5392,1158,NA,Transit
LHS 1478 b,1.9495378,0.01848,2.33,1.242,0.236,3381,595,NA,Transit
TOI-257 b,18.38818,0.1528,43.86032017,7.16253867,1.407,6095,1027,0,Transit
HD 5278 b,14.339156,0.1202,7.8,2.45,1.126,6203,943,0.08,Transit
